"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ENTREZID"
"FBLN5",32.7750081119284,-1.35514436527133,0.26460971847188,-5.12129476232879,3.03444884717591e-07,5.31229315192744e-06,"10516"
"PPP1R1A",6.65701761578113,-1.93984049358956,0.378820339806933,-5.1207400705522,3.04338899616912e-07,5.3179351710413e-06,"5502"
"CXCL12",97.1532472677105,-1.45605078733597,0.284444950321899,-5.11891944535558,3.07291169330602e-07,5.36441756676853e-06,"6387"
"GPAM",10.8561848921971,-2.17844130473408,0.425773727605245,-5.11642960449127,3.11373419053599e-07,5.43056352891786e-06,"57678"
"MEDAG",7.37473775895101,-1.97161427790064,0.38537837629594,-5.11604801714821,3.12003664502111e-07,5.43643638185146e-06,"84935"
"TSPAN11",6.79302329952232,-1.26454504321092,0.247209161437035,-5.11528389910824,3.1326941815893e-07,5.45336105558243e-06,"441631"
"MUC12",2.03602784247294,-2.53188641097266,0.495041414988356,-5.11449412981378,3.14582872588476e-07,5.47108353622887e-06,"10071"
"DACH1",2.36622440462368,-1.68691327548928,0.330400535454393,-5.10566144564295,3.29639410217796e-07,5.71683628844009e-06,"1602"
"ANKRD18B",5.88509893565914,-4.14490354292529,0.811930684347551,-5.10499679693229,3.30800118394255e-07,5.7262427971013e-06,"441459"
"STMN2",1.37867620162736,-3.21321603412809,0.629583823339967,-5.10371441420121,3.33050765335135e-07,5.7598191181488e-06,"11075"
"CMA1",2.02113699063101,-2.19117443779057,0.429518510947896,-5.1014668330706,3.37031090532121e-07,5.82321815189921e-06,"1215"
"KLK3",2.16816299921504,-3.59529955843834,0.705415295776533,-5.09671335447947,3.45601020284704e-07,5.96016955094347e-06,"354"
"GRIA1",1.69052421747029,-3.0654022398217,0.602007783643218,-5.09196446144028,3.54372537078149e-07,6.08876450070638e-06,"2890"
"ABLIM3",17.0166081014419,-1.61743370881138,0.317658669218021,-5.09173482591553,3.54802090553692e-07,6.09049520040359e-06,"22885"
"BBS2",21.6900952022946,-0.816478593837937,0.160381660233135,-5.09084762341954,3.56466407548342e-07,6.11339888945407e-06,"583"
"OR11A1",2.62591822151196,-2.89024800952878,0.567769343696829,-5.09053199440103,3.57060316172016e-07,6.11791968190386e-06,"26531"
"CNR1",2.36287342353012,-2.08494806366071,0.410021613577352,-5.08497112010749,3.67682011704504e-07,6.28210803274598e-06,"1268"
"EEPD1",9.15155766505638,-1.05068234808964,0.206631694950797,-5.08480728641279,3.6799952572775e-07,6.28210803274598e-06,"80820"
"SLC1A7",2.73327997780047,-1.53999621960691,0.30291053865884,-5.08399683426454,3.69574099713602e-07,6.30317815367894e-06,"6512"
"SOD2",234.503162493823,-1.46589823746751,0.288948790967855,-5.07321118235995,3.91157980125179e-07,6.65291837270759e-06,"6648"
"SLC17A7",2.35644552189298,-1.99227337686382,0.393106476816821,-5.06802480843423,4.01965025386568e-07,6.8241945006508e-06,"57030"
"LAYN",4.60731550893081,-1.23935098404718,0.244580141036369,-5.0672592582359,4.03584434647251e-07,6.84541291074761e-06,"143903"
"RGS22",1.45788073062456,-2.8508659784094,0.562821568326418,-5.06531046222448,4.07735287077606e-07,6.89416967670777e-06,"26166"
"CLDN5",11.7637127006684,-1.19238535589224,0.235396922206654,-5.06542458038363,4.07491089033778e-07,6.89416967670777e-06,"7122"
"NPR1",6.635907767609,-1.44663501366778,0.285663998252203,-5.06411386285573,4.10304371824265e-07,6.92767326793896e-06,"4881"
"SEMA3D",3.19023120278563,-1.54647724003095,0.305445020581852,-5.06302979529675,4.12645331124192e-07,6.96085320863595e-06,"223117"
"PLN",2.5799133746829,-2.29158249745969,0.452691113392967,-5.06213272066254,4.14592232981962e-07,6.98733151891893e-06,"5350"
"FAM227B",28.0655561256737,-1.25355755186283,0.247723040763905,-5.06031876565547,4.18556135866559e-07,7.04772431683674e-06,"196951"
"AMPD1",1.73080896771825,-3.77310696676084,0.745793399170822,-5.05918525285395,4.21051655080855e-07,7.08330495495695e-06,"270"
"TMEM91",19.5362067204613,-1.69728331971573,0.336344586362066,-5.04626323281638,4.50534588358345e-07,7.52461825570177e-06,"641649"
"PDLIM3",44.4067081386763,-1.26306773473878,0.250371048991716,-5.04478349164311,4.54035192714687e-07,7.57258385375131e-06,"27295"
"GHR",8.77245076082563,-1.30066849690379,0.25830101743997,-5.03547570115969,4.76663594973777e-07,7.93240171258247e-06,"2690"
"CLMP",17.4265492490065,-1.32098650430177,0.262363018875367,-5.03495694615898,4.77956244744957e-07,7.94677339781517e-06,"79827"
"ANK1",4.25015168207799,-2.57212268736364,0.511463419720632,-5.02894750277266,4.9317938013379e-07,8.18518680899468e-06,"286"
"LINC00923",60.0443354976539,-1.3999825479827,0.278552680029403,-5.02591663391975,5.01033523613771e-07,8.28925333404495e-06,"91948"
"ARMCX4",9.1702236216878,-0.959720404594226,0.19101207338852,-5.0243965607459,5.05017899167398e-07,8.34428325457498e-06,"100131755"
"ARHGAP10",11.0194978088545,-0.987170833139147,0.196496947105851,-5.02384819550082,5.06462745490992e-07,8.35977741238528e-06,"79658"
"WSCD2",2.59262689703387,-2.9154239325178,0.580334197320352,-5.02369832069097,5.06858332475363e-07,8.35977741238528e-06,"9671"
"ZNF493",35.7752439822318,-1.17184013415542,0.233271897870188,-5.02349466375727,5.07396352225349e-07,8.36120572590562e-06,"284443"
"DCTN4",109.385838567733,-1.0442495396129,0.208084207967433,-5.01839880024114,5.21039282961165e-07,8.56424215742968e-06,"51164"
"DPYS",3.32690686370856,-4.14756244178834,0.826480071313801,-5.01834537304116,5.2118417805467e-07,8.56424215742968e-06,"1807"
"GCOM1",4.01873114043711,-1.81946928386697,0.362654541661467,-5.01708671710342,5.24608926705147e-07,8.60656026610517e-06,"145781"
"NACAD",3.16996635160481,-1.4262029547229,0.284403013777567,-5.01472518093053,5.31093207459421e-07,8.68984839979099e-06,"23148"
"SNCG",23.5418588366977,-1.98589522663106,0.396085520524378,-5.01380415017931,5.33643053895525e-07,8.72386288107054e-06,"6623"
"ITGA8",3.22668322053729,-2.0290032686658,0.405114037682466,-5.00847435520404,5.48631838226333e-07,8.95309154857104e-06,"8516"
"PLEKHH2",10.3897769364265,-1.26072169660738,0.251766007087752,-5.00751356861277,5.51376657971355e-07,8.98996343217028e-06,"130271"
"ASTN1",1.89899664472137,-2.33625822189475,0.466646988119869,-5.00647873311598,5.54347833055286e-07,9.03045783979773e-06,"460"
"ADAM22",3.5988111065386,-1.31129832660739,0.262105784143214,-5.00293547848949,5.64638433165742e-07,9.17388864832972e-06,"53616"
"ACR",3.74350278104949,-2.25176934068257,0.450123422497704,-5.0025598050145,5.65740230109959e-07,9.18373404215307e-06,"49"
"C1QTNF9B",1.56863858714032,-2.8633747868807,0.572618894028055,-5.00048953456365,5.71849322603742e-07,9.27477509042601e-06,"387911"
"MATN2",27.1429939791165,-1.03556797987819,0.207272874069826,-4.996157767993,5.84838204303519e-07,9.46885770988617e-06,"4147"
"DCN",421.682898592543,-1.42142353070034,0.284523621791451,-4.99580147950671,5.85919109256869e-07,9.47807313681722e-06,"1634"
"ARHGAP42",4.14144407625994,-1.5717621912328,0.314756041094899,-4.99358864015865,5.92675651012804e-07,9.57900384647396e-06,"143872"
"HDC",7.04590430807013,-1.79887653174204,0.360294724933319,-4.99279175423664,5.9512715552127e-07,9.61023990807756e-06,"3067"
"KRT10",234.372189833438,-4.04270314722279,0.809840310270209,-4.99197569688019,5.97647767197744e-07,9.64253653661725e-06,"3858"
"PLA2G4F",8.15507470984348,-2.93379264608111,0.588069043717441,-4.98885747757666,6.07374345168986e-07,9.76544064342011e-06,"255189"
"PSG11",5.27869478567585,-3.82583523981236,0.766862989755659,-4.98894234161876,6.07107622738984e-07,9.76544064342011e-06,"5680"
"TAS1R1",1.00240048306832,-2.71773185777759,0.54489452421306,-4.98762923283649,6.11247312365945e-07,9.81918709422553e-06,"80835"
"BDH2",8.42424602189878,-1.06929939115772,0.21442465918519,-4.98683031709615,6.13779262046974e-07,9.85131671718723e-06,"56898"
"STK32B",2.55769762076351,-1.59277855970173,0.319541984834061,-4.98456739739182,6.210059702255e-07,9.9500627859141e-06,"55351"
"SLC10A6",3.08478542077613,-2.30979114436159,0.463731887665192,-4.98087624724488,6.32970093626401e-07,1.01155065350718e-05,"345274"
"EIF4E3",8.05790259988267,-1.22884207720899,0.246786618407649,-4.97937078249177,6.37913269420376e-07,1.01857151519002e-05,"317649"
"GATM",9.66177284078434,-1.33672457249107,0.268486934226583,-4.9787323034609,6.40020924579077e-07,1.02038571710391e-05,"2628"
"HYDIN",9.99122172183778,-1.70151343384965,0.342216907677645,-4.97203205240931,6.62547477126733e-07,1.05427013499496e-05,"54768"
"DHRS12",11.0952194567948,-0.916361079906342,0.184376473418928,-4.97005427489789,6.69341625767191e-07,1.06416700364463e-05,"79758"
"GPR75-ASB3",118.395619091412,-1.35413206780838,0.272632141909339,-4.96688342880233,6.80374575452368e-07,1.08078026471087e-05,"100302652"
"GREB1",43.9653701001506,-1.18845773208228,0.239454380797538,-4.96319060074803,6.93444698474254e-07,1.10059834662726e-05,"9687"
"CNTN4",10.5506189123608,-1.56033749775516,0.314420584335829,-4.96258061809523,6.95626777328606e-07,1.10311636726716e-05,"152330"
"GNAL",5.51820810245076,-1.2825616885673,0.258465063145834,-4.96222457672603,6.96903493399283e-07,1.10419559493084e-05,"2774"
"AWAT1",1.77762411271698,-3.72696578545369,0.751154996830562,-4.96164679883556,6.98980132754228e-07,1.10653931785246e-05,"158833"
"SLC47A2",1.72144701812428,-2.6613325260288,0.536647160591843,-4.95918495700925,7.07895461311952e-07,1.1196959636567e-05,"146802"
"SLC7A4",1.01304857367637,-2.72413218116452,0.549433863705002,-4.9580711367058,7.11964961516632e-07,1.12517192979617e-05,"6545"
"SLIT3",40.1207286020346,-1.13847767847561,0.229819074005044,-4.95379978099915,7.27780932521971e-07,1.14820770291073e-05,"6586"
"OXTR",12.4789831449693,-2.26262514576896,0.456814221836381,-4.95305320546559,7.30579882269006e-07,1.15164260250098e-05,"5021"
"GCK",1.4934922344075,-3.92134460973316,0.792686206495726,-4.9469065786681,7.54021410958511e-07,1.18298220992318e-05,"2645"
"POU3F1",2.13076893054122,-3.45968289582696,0.699435215374737,-4.94639506244101,7.56004520962187e-07,1.18366151625204e-05,"5453"
"CXCR2",4.50273290367221,-2.23242539303266,0.451491443562638,-4.94455747691915,7.6317023155769e-07,1.19387153960401e-05,"3579"
"SPRY2",15.8683593720987,-1.25005364275921,0.252858025324641,-4.94369771793593,7.66545307739624e-07,1.19813942531252e-05,"10253"
"ARID5B",23.877610139292,-1.31825425509046,0.266807228610218,-4.94084909901864,7.77830914662622e-07,1.21475414851442e-05,"84159"
"RERGL",1.40027171295448,-3.12763687328924,0.633047027054712,-4.9406074740462,7.78795509432004e-07,1.21523592465877e-05,"79785"
"RAB3C",1.29084220393563,-3.23365681945728,0.654588562108267,-4.93998368844465,7.8129106359224e-07,1.21810379460063e-05,"115827"
"PRRT4",1.65570213021552,-2.71684546326232,0.550375338237507,-4.93635029498707,7.95980850705945e-07,1.23892078292231e-05,"401399"
"STXBP1",12.1412749281003,-1.15322381939698,0.233633154542454,-4.93604523576905,7.97226236980719e-07,1.23981732673022e-05,"6812"
"SLC25A25",19.9170479627059,-1.15225650604217,0.233566464826596,-4.93331312308738,8.08463916244468e-07,1.2562389812651e-05,"114789"
"DIRAS3",2.10634571453471,-1.87195002655178,0.379505022962842,-4.93260935504157,8.11383263172006e-07,1.25971842418038e-05,"9077"
"SLC26A5",2.28074523496268,-2.33210465509754,0.472852359346266,-4.93199327232237,8.13947208996954e-07,1.26264072069025e-05,"375611"
"CSRNP3",2.27669831175749,-1.62195772179035,0.328898045512482,-4.93149091008749,8.16043659310043e-07,1.26377597472748e-05,"80034"
"CNTN1",6.20046923056561,-1.40053001296159,0.284460765482805,-4.9234558255671,8.50290778600228e-07,1.31133104090203e-05,"1272"
"PELI2",4.90211275575776,-1.47388328223392,0.299632798697095,-4.91896510876936,8.70029747843906e-07,1.33399759847391e-05,"57161"
"NEGR1",11.9777762669381,-1.26922106931033,0.258091930401543,-4.91770923382091,8.7562843964662e-07,1.34147146063976e-05,"257194"
"CES1",10.5854413405278,-1.88293836005585,0.382969320741311,-4.91668198489388,8.80233695271175e-07,1.34741227304237e-05,"1066"
"AMOTL1",21.252179542466,-1.13917613116707,0.231806115824868,-4.91434890366623,8.90779922911746e-07,1.36242987053438e-05,"154810"
"TMEM220",4.45523634436826,-1.2703135185457,0.258539328060054,-4.91342469278263,8.94991188813913e-07,1.36751349377591e-05,"388335"
"ALDH3A2",26.9965294949141,-1.13333254446707,0.230699840979119,-4.91258485336214,8.98834627141138e-07,1.37128402828805e-05,"224"
"KY",2.4310291798715,-1.85503580659763,0.377620566143733,-4.91243320124558,8.99530339256013e-07,1.37128402828805e-05,"339855"
"DUSP1",150.791834696467,-1.70523950277942,0.34726438116692,-4.91049354687419,9.0847445977153e-07,1.38377992959608e-05,"1843"
"ACTA2",273.804124772167,-1.09746959949441,0.223512985571952,-4.91009323993444,9.10330982204812e-07,1.38546840200473e-05,"59"
"GPRASP2",3.84959058505981,-1.19488888753736,0.243442553254732,-4.90829919240562,9.18696287372968e-07,1.39705194045338e-05,"114928"
"PLSCR4",14.553286357756,-1.39985008038376,0.285254077234236,-4.90737974354797,9.23012140602116e-07,1.40246356589273e-05,"57088"
"SRSF5",168.488408460153,-1.12498476565488,0.229357253497001,-4.90494522628904,9.34534140291403e-07,1.41648456190486e-05,"6430"
"TCEAL5",0.921351561901357,-3.07253691719916,0.626499809850053,-4.90429026296839,9.37657489726941e-07,1.41773812446713e-05,"340543"
"SVIL",49.843053975244,-1.02305664004085,0.208984970823725,-4.89535987209235,9.8125992392831e-07,1.47763384642278e-05,"6840"
"BTG2",61.9525465096061,-1.66591430334042,0.340426789119328,-4.89360519379243,9.90053557948153e-07,1.48845551950614e-05,"7832"
"GAB1",19.6869786119889,-1.27562399311923,0.260871246794513,-4.88986045336007,1.00907486734859e-06,1.51459357317914e-05,"2549"
"VIPR2",4.06486472854918,-1.54198559032196,0.31571674563631,-4.88407919958181,1.03913304037954e-06,1.55631475977287e-05,"7434"
"TFF1",9.31586291896238,-3.17058647666043,0.649137841588637,-4.88430387743386,1.03794895802577e-06,1.55631475977287e-05,"7031"
"CAPNS2",3.39162260596006,-2.91280453866427,0.596393644402606,-4.88403014687047,1.0393917275883e-06,1.55631475977287e-05,"84290"
"PAK3",4.47603859412149,-1.25401745431158,0.256805697082331,-4.88313720668569,1.04411163657867e-06,1.56211920296527e-05,"5063"
"PPFIA2",4.68230066717591,-1.80426047311943,0.369934854740669,-4.8772383839967,1.07581391690062e-06,1.60806569035421e-05,"8499"
"SETBP1",15.6152293101999,-0.979660938890485,0.200869484184825,-4.87710187969156,1.07655839328324e-06,1.60806569035421e-05,"26040"
"DST",133.990845580042,-0.786031516139015,0.161298974027226,-4.87313401017877,1.09841658931734e-06,1.63807343537325e-05,"667"
"PPARGC1A",6.76206782689994,-2.5223389348609,0.517626147381928,-4.87289706599733,1.09973529189081e-06,1.63872060148041e-05,"10891"
"NAP1L2",0.879818920192638,-2.6267737873092,0.539144690835352,-4.87211287055294,1.1041105716237e-06,1.64391768549954e-05,"4674"
"WNT3",2.75413167594647,-2.00664488561443,0.411942041750552,-4.87118255055293,1.10932285303764e-06,1.65035163726611e-05,"7473"
"ZEB1",16.806330430607,-1.19549589991761,0.245644318393203,-4.8667761083893,1.13433409290889e-06,1.68291980805573e-05,"6935"
"KCNE4",44.6431216345047,-1.64101650377895,0.337193803134126,-4.86668642343408,1.13484874217774e-06,1.68291980805573e-05,"23704"
"PRDM5",11.2585773508776,-1.23540079115946,0.253869946930531,-4.86627427191103,1.13721672782497e-06,1.68508225862193e-05,"11107"
"SLC16A7",4.29973296941625,-1.31498219124292,0.270250420889279,-4.86579146450865,1.13999670865124e-06,1.68785124201744e-05,"9194"
"CHGA",3.09748775205386,-1.95696748825851,0.402398948764979,-4.86325198975974,1.15472686354768e-06,1.70557025252234e-05,"1113"
"GOLGA8N",15.9390658488704,-1.13736241590252,0.233961998249839,-4.86131262517247,1.16609925393417e-06,1.72099524951145e-05,"643699"
"KCNV1",3.64126254211168,-1.57406717524938,0.324268914146889,-4.85420312147576,1.2087179681059e-06,1.77540636044865e-05,"27012"
"CPNE6",2.70408773318763,-2.35130063152243,0.48454583211929,-4.85258664023255,1.21861517357139e-06,1.78852537598172e-05,"9362"
"GOLGA8J",6.73880593713787,-1.5439091297406,0.318254782421744,-4.851173383766,1.2273319356524e-06,1.79846852153115e-05,"653073"
"CH25H",4.7823383778113,-1.76954439826896,0.364781650202403,-4.85096878444161,1.22859883465647e-06,1.79890178778713e-05,"9023"
"LETM2",6.16537456975532,-1.28341526126698,0.264600332333374,-4.85039172078584,1.23217885099688e-06,1.8027185369798e-05,"137994"
"ITM2A",19.7900760704471,-1.70643122059352,0.351869503342338,-4.84961386077644,1.23702046206354e-06,1.80837355945864e-05,"9452"
"TACC2",70.4348863126463,-0.771426279036399,0.159134128954071,-4.84764823301385,1.24933675458245e-06,1.82350002902885e-05,"10579"
"SH3RF2",11.0079942168492,-1.55892575061651,0.321597715815223,-4.84744037023013,1.25064606324201e-06,1.8239737309739e-05,"153769"
"SAMD4A",23.0730566295219,-1.05250350405,0.217247456658417,-4.84472186804412,1.26789164678141e-06,1.84621769510104e-05,"23034"
"GALNT9",2.57499439828098,-3.44062093387343,0.710748895528955,-4.84083894539554,1.29292127886655e-06,1.87701870531503e-05,"50614"
"NAP1L3",0.901030448536637,-2.5387331981209,0.524975882939362,-4.83590443032626,1.32541594805316e-06,1.92091973316437e-05,"4675"
"PTGR1",18.5944119670707,-0.80275202584902,0.166074147476125,-4.83369650272886,1.34020859621489e-06,1.93932372024157e-05,"22949"
"HRC",2.0622737188038,-2.76820484659854,0.572844336834627,-4.83238581338666,1.34906490978299e-06,1.949093623947e-05,"3270"
"CHD1",15.8804113054214,-1.49414914501508,0.309359330748646,-4.82981761500214,1.36658166902395e-06,1.97286248430722e-05,"1105"
"ISLR2",2.7167144305484,-2.11549083654822,0.43819266166888,-4.82776418137916,1.38074456643948e-06,1.98865869825755e-05,"57611"
"GLIPR1L2",10.2277592606783,-1.52215163776899,0.315272406649372,-4.82805220395275,1.37874954638507e-06,1.98865869825755e-05,"144321"
"SPINK9",20.5768018046778,-2.21223685877762,0.458223030330997,-4.82786047916363,1.38007724050912e-06,1.98865869825755e-05,"643394"
"IL11RA",30.999300948023,-1.25675316404681,0.260376377412578,-4.82667888898164,1.38828693199132e-06,1.99641696850491e-05,"3590"
"EFNB3",2.55854963743264,-1.58108576724134,0.327596098357872,-4.82632661123494,1.39074363340358e-06,1.99839826050436e-05,"1949"
"DPP4",4.06499223070908,-1.66439652242124,0.344995449182689,-4.82440138374079,1.40424374473564e-06,2.01467100232328e-05,"1803"
"DYNC2H1",4.21080972535219,-1.30497426414901,0.270512964714626,-4.8240729072844,1.40655964194001e-06,2.01643170959852e-05,"79659"
"LRP4",5.73290996264592,-1.45622971506648,0.301947202740834,-4.82279584592271,1.41559840877438e-06,2.02782008718632e-05,"4038"
"HSD11B1",2.76373694544221,-2.55362463265263,0.529758452107675,-4.82035656532309,1.43301858917369e-06,2.04967455330052e-05,"3290"
"RBM6",76.9687675083474,-0.817502446334165,0.169643675160121,-4.81893855201233,1.44323991789174e-06,2.06263038265361e-05,"10180"
"UNC80",31.6633251062977,-1.26956081453892,0.26359711292124,-4.81629256280305,1.46250050409652e-06,2.08532981808127e-05,"285175"
"SMIM10",1.80494357322721,-2.28006375066877,0.473660490227732,-4.81370897026376,1.48154522741118e-06,2.11086005400845e-05,"644538"
"GFAP",5.02322362530499,-2.28956960837931,0.475661949158308,-4.81343864572464,1.48355162491085e-06,2.11209401972319e-05,"2670"
"LRRC7",2.18039443421609,-2.65675064838757,0.55219535406868,-4.81125136025164,1.49988242128814e-06,2.13370370254216e-05,"57554"
"USP17L22",6.36516212033854,-4.04332161744872,0.840774983243566,-4.80904129883869,1.51655874811778e-06,2.15577138393227e-05,"100287513"
"CWC25",24.7843504163574,-1.30833584636701,0.272119586592013,-4.8079444142644,1.52490149475274e-06,2.16430846634561e-05,"54883"
"FRY",9.19331254505986,-1.07550210301856,0.223720292801477,-4.80735157973771,1.52942885903636e-06,2.16907207711114e-05,"10129"
"MAP6",2.34079585653844,-1.59648336984275,0.332270912168464,-4.80476415893222,1.54934022652854e-06,2.19395104554752e-05,"4135"
"METTL24",1.99176972042647,-2.05756089460277,0.42839916203019,-4.80290597407324,1.56379329636433e-06,2.21272570170055e-05,"728464"
"ADH1A",1.68047689998386,-2.3732713893389,0.494152314555855,-4.80271228006287,1.56530729742114e-06,2.21317723380415e-05,"124"
"WNT2B",5.56020054972063,-1.32472985702124,0.275849330557421,-4.80236748932579,1.5680058270355e-06,2.21530159636549e-05,"7482"
"EYA4",2.59429745796075,-4.40230772203385,0.918164456325964,-4.79468323098641,1.6293208229187e-06,2.28706688153236e-05,"2070"
"PKNOX2",2.12472850631757,-2.07065981437837,0.431872404254356,-4.79461015332398,1.62991484916462e-06,2.28706688153236e-05,"63876"
"MAP3K7CL",24.3745761600162,-1.35899984048972,0.283526605850367,-4.79320039970762,1.64141513711736e-06,2.30117546921249e-05,"56911"
"HRG",27.905539510198,-1.68530927612114,0.351902393252777,-4.7891384327999,1.6749890521736e-06,2.33967927785516e-05,"3273"
"ARG1",2.40282943865967,-2.5775923930915,0.538329600703919,-4.78813052397833,1.68342150556417e-06,2.3479166510587e-05,"383"
"MECOM",5.6028616689898,-1.31177597229634,0.274016503863568,-4.78721519981683,1.69111470887938e-06,2.35333032591013e-05,"2122"
"ZNF536",1.51424135415271,-3.71050230994118,0.776099502332,-4.78096210446209,1.74458249514236e-06,2.42409279632609e-05,"9745"
"KIF26A",4.79207092764502,-1.16111400133217,0.242896186289726,-4.78028913943997,1.75043264352407e-06,2.42857778452081e-05,"26153"
"CCDC90B",82.9593565922828,-1.20885844750964,0.252900967016818,-4.77996767576319,1.7532338067834e-06,2.4288254726434e-05,"60492"
"CELA2A",2.53766400055416,-2.06785263996584,0.432603177668283,-4.7800218461443,1.75276147648021e-06,2.4288254726434e-05,"63036"
"DAPL1",26.216310880789,-1.24016047362838,0.259487927750292,-4.77926077093575,1.75940877886518e-06,2.43555825128109e-05,"92196"
"MEF2C",21.8604999302129,-1.42223437298103,0.297770838110117,-4.77627151808291,1.78575239938801e-06,2.47017968196152e-05,"4208"
"ABHD12B",53.8912629736461,-1.25747126230699,0.26335647102734,-4.77478779010692,1.79896851930388e-06,2.48474980719959e-05,"145447"
"FAM86B1",21.8833872200676,-0.922452448626659,0.193186574726169,-4.77493040049073,1.79769416378187e-06,2.48474980719959e-05,"85002"
"TYW3",6.16234024265245,-1.42833810424529,0.29937114214047,-4.77112821908229,1.83196870659426e-06,2.52656175603417e-05,"127253"
"CACNB4",3.56277996709623,-1.46991231973476,0.308168748694634,-4.76982927685282,1.84382118810835e-06,2.53912684357939e-05,"785"
"ANGPT4",0.810339683388908,-2.76149082363377,0.579400413205148,-4.76611814678842,1.87809156894555e-06,2.5701892252928e-05,"51378"
"CPN2",2.33303439781337,-3.27758437719536,0.687640611823776,-4.76642059942109,1.87527582411623e-06,2.5701892252928e-05,"1370"
"MAFF",36.7275111996718,-1.33863374640276,0.281247152407434,-4.75963484410154,1.93943517731612e-06,2.64717895020259e-05,"23764"
"C16orf89",4.94853186214679,-1.78569441636223,0.375345249325444,-4.75747173987526,1.96032690007801e-06,2.6711974685017e-05,"146556"
"MYRIP",1.7512572736586,-1.82111046027834,0.382798098254146,-4.75736548479214,1.96135868543479e-06,2.6711974685017e-05,"25924"
"OSR2",17.022744362719,-1.53800505972733,0.323319220903892,-4.75692430356469,1.96564833939304e-06,2.67310855669881e-05,"116039"
"DUX4L7",44.2561800690349,-4.53921553891231,0.954383435046604,-4.75617594797279,1.97294530168187e-06,2.68106330724517e-05,"653543"
"USP6",6.20613781445775,-1.77656164784009,0.373562103382757,-4.75573306754781,1.97727592842382e-06,2.68497835383182e-05,"9098"
"USP17L11",16.1134220814654,-3.28974578674124,0.692389666882921,-4.75129243558962,2.02120568464543e-06,2.73860802421379e-05,"100287178"
"C1QTNF4",3.13591288506463,-1.49175242416931,0.314025792569922,-4.75041369042052,2.03000925316506e-06,2.74852568619322e-05,"114900"
"ZNF365",3.02278061195711,-2.35003072531864,0.495037090700694,-4.74718110918177,2.06271239584317e-06,2.78872693400053e-05,"22891"
"RGS5",25.7749624877674,-1.27300565656459,0.268182480365368,-4.74678903271484,2.06671316776055e-06,2.79209783320649e-05,"8490"
"KCNE1",4.09186057837789,-1.45979957051633,0.307572817334397,-4.74619175767153,2.07282212703326e-06,2.79627177253532e-05,"3753"
"PCK1",4.38904140153255,-2.72997977387174,0.575533960360939,-4.74338607605304,2.10175162713771e-06,2.83117408275234e-05,"5105"
"PKD1L2",2.99271308971889,-1.33937272065744,0.28244745050123,-4.74202446607535,2.11593062758483e-06,2.84820254971847e-05,"114780"
"GABARAPL1",32.4927821064724,-1.11248249416091,0.234653307453537,-4.74096234241738,2.12705469190666e-06,2.86109709538817e-05,"23710"
"STARD13",18.7559981996137,-0.98117992453132,0.207000691473424,-4.73998380173184,2.13735305206839e-06,2.87286307912995e-05,"90627"
"RCAN2",5.03166670493239,-1.20780143435351,0.254827225464286,-4.73968757519115,2.14048003096526e-06,2.87497977763152e-05,"10231"
"FILIP1",1.99391093282241,-2.02265715745384,0.427056125398298,-4.7362794657667,2.1767737022775e-06,2.9176559236074e-05,"27145"
"CABP1",2.80905227204756,-2.17312155209328,0.458886960842749,-4.73563587011129,2.18369350627087e-06,2.92453876523131e-05,"9478"
"USP47",18.2110478887945,-0.881792834761364,0.18636756242991,-4.731471631996,2.22897971072124e-06,2.9826723479721e-05,"55031"
"KCNA1",1.472246263646,-2.49443479635805,0.527410220180412,-4.7295913141478,2.2497225102651e-06,3.00372288050406e-05,"3736"
"SMOC2",20.1221374725498,-1.23122017818852,0.26033677364526,-4.72933639358307,2.25254890455682e-06,3.00372288050406e-05,"64094"
"CACNA1H",6.32722121684362,-1.26813073247503,0.268136826914846,-4.72941649629412,2.25166041034645e-06,3.00372288050406e-05,"8912"
"LCNL1",3.00149135974033,-1.81042380917539,0.383133975458391,-4.72530217924252,2.29773418750137e-06,3.05737303311066e-05,"401562"
"ZNF35",7.13222585603872,-1.21716696234668,0.25773322866263,-4.72258454473458,2.32866234939175e-06,3.09630179723145e-05,"7584"
"PEAR1",10.8928344101676,-1.21214938897855,0.256704945744258,-4.72195572806046,2.33587535993214e-06,3.10366452056406e-05,"375033"
"TYRP1",4.93246234412962,-5.34527431515003,1.13234657322256,-4.72052853918907,2.35232599455476e-06,3.12328186889916e-05,"7306"
"PKIA",1.66515325477183,-2.54386418208303,0.540639069840574,-4.70529106013957,2.53504018459499e-06,3.34668669273473e-05,"5569"
"GNGT1",10.3281775576319,-1.22424969184976,0.260310003103956,-4.70304512793097,2.56309739320444e-06,3.38131694565047e-05,"2792"
"CACNA2D3",1.73483039000379,-2.55474525168909,0.543563677842605,-4.69999257829152,2.60170945945474e-06,3.42737287397018e-05,"55799"
"C11orf96",32.5528334102641,-1.72084500944843,0.366219581169255,-4.69894319674051,2.61511170071876e-06,3.44257988064768e-05,"387763"
"MMRN2",19.5582639284267,-1.10701242656779,0.235616640341528,-4.69836266641934,2.62255442217591e-06,3.44747714744799e-05,"79812"
"CLCA4",1.38489964353103,-3.6936391984813,0.786409020936265,-4.69684235575504,2.6421421111738e-06,3.45849867018806e-05,"22802"
"SEC11A",84.8844218284729,-0.908154340272806,0.193385933425493,-4.69607237810136,2.65211599480689e-06,3.46665437232274e-05,"23478"
