"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ENTREZID"
"TRIM46",6.40974894591302,1.4244852873745,0.220025442694224,6.47418439400277,9.53254334963137e-11,4.23409515400173e-09,"80128"
"RNASEH2A",21.114156873849,1.16094495104926,0.179622043198642,6.46326547886657,1.02467290601338e-10,4.51880751551902e-09,"10535"
"TCF19",10.6671317390467,1.69135492321492,0.261703303612083,6.4628718853392,1.02734268284981e-10,4.51981975575871e-09,"6941"
"CCNA2",2.80995264002131,2.44980170657385,0.379650497097061,6.45278150642732,1.09815633561493e-10,4.78589450547287e-09,"890"
"POLA2",14.182198969752,1.05789479985758,0.163985603366743,6.45114435742062,1.11008694834859e-10,4.82653297120013e-09,"23649"
"CDT1",15.3226453000232,1.74454157325103,0.273155007510623,6.38663588542552,1.69574753233049e-10,7.18733084526894e-09,"81620"
"BAX",36.8035026599583,1.10876812610138,0.174560034125425,6.35178683171376,2.12828119140347e-10,8.87838383494935e-09,"581"
"SULF1",49.4399164783184,1.28302503826306,0.202080475209981,6.34907967694493,2.16606831920389e-10,8.99549717674764e-09,"23213"
"KIF26B",9.82605281450551,1.9385357185456,0.305364851833286,6.34826079985115,2.17762695103473e-10,9.00453349864455e-09,"55083"
"MDFI",44.0766126014072,2.21064320852561,0.348332708871672,6.34635551650138,2.20475412161203e-10,9.07476796455511e-09,"4188"
"MMP1",6.79041470121923,4.61589750732429,0.731251057307874,6.31232934461369,2.74866492057899e-10,1.10435513360009e-08,"4312"
"IL4I1",9.78792232491096,1.86902249890195,0.29630081230132,6.30785479251831,2.82929463599167e-10,1.13184007014768e-08,"259307"
"INHBA",14.434131117168,1.95823701352141,0.311625046562706,6.28395257416311,3.30071436438037e-10,1.29800066787799e-08,"3624"
"STEAP3",22.1638191208383,1.54631896114614,0.246338555809054,6.27721046779518,3.44701339250793e-10,1.34789415835491e-08,"55240"
"RASD2",10.2487049737923,2.06284342177314,0.328879525522006,6.27233762423775,3.55667293923394e-10,1.3839642054725e-08,"23551"
"POMK",14.9536161451189,1.11042924129293,0.177033354739278,6.272429525658,3.55457359938077e-10,1.3839642054725e-08,"84197"
"MUC5B",34.4916033462901,2.12409695156759,0.338680946890712,6.27167536605775,3.57183699296911e-10,1.38695104368499e-08,"727897"
"ALG3",35.0114938035323,1.36873287483411,0.218565627682575,6.26234275419526,3.79236222406938e-10,1.46643284163284e-08,"10195"
"DTL",6.04400966130958,2.12142324344314,0.339263967940182,6.25301665933821,4.0259917347353e-10,1.54708337989144e-08,"51514"
"LIMK1",28.1280376565362,0.982379770205421,0.157267414330405,6.24655637906991,4.19600605924419e-10,1.60244173668703e-08,"3984"
"TONSL",15.8936675064291,1.49406572759818,0.239245323874264,6.24491088646477,4.24041804378452e-10,1.61607043224232e-08,"4796"
"LSM4",34.2346733694554,1.36594132611653,0.219359222783274,6.22696100389669,4.75569429279583e-10,1.80501987072058e-08,"25804"
"SLC39A4",30.2102012908181,1.29568561988893,0.208200804440827,6.22324982542118,4.86961036910916e-10,1.84071271952326e-08,"55630"
"SLAMF8",7.9420212025648,1.61128993362809,0.259244804434616,6.21532198935341,5.12195097093114e-10,1.92822715210542e-08,"56833"
"LAPTM4B",31.9819996319581,1.51177413450925,0.243828958986676,6.20014185678354,5.64122910314669e-10,2.10235101506002e-08,"55353"
"NUDT8",14.994141107703,1.94427218276825,0.313670260595278,6.19845878623763,5.70187315688033e-10,2.11220189223475e-08,"254552"
"CCNB2",5.75203620175948,1.78305078200747,0.287904201450343,6.19320861948242,5.89516181703995e-10,2.17077906908974e-08,"9133"
"ENC1",29.5764531756504,1.63004328929593,0.263341145519647,6.18985417595641,6.02198989464575e-10,2.20789732869084e-08,"8507"
"KIF20A",5.0863841619288,2.02523211936307,0.328224202490748,6.1702705162949,6.81732541860921e-10,2.45421459403156e-08,"10112"
"FBXO41",7.41537306826688,1.40433295903152,0.227602271196607,6.17011838962906,6.8238878950775e-10,2.45421459403156e-08,"150726"
"CHPF",49.9353105973778,1.53746113009394,0.249661855707678,6.15817392583235,7.3588513627312e-10,2.63128658186308e-08,"79586"
"CDCA4",9.19408963724842,1.44708454980098,0.235120076506432,6.15466178517255,7.52378840904917e-10,2.68507916979593e-08,"55038"
"MCM5",40.9043524189244,1.43417918055202,0.233039349738339,6.15423610717396,7.5440224594731e-10,2.68712276912232e-08,"4174"
"FOXRED2",17.6791644169575,1.20448021856575,0.195886471952757,6.1488688144643,7.80374881295776e-10,2.76898535466673e-08,"80020"
"MX1",67.4294012911123,1.85774215572106,0.302259824696062,6.14617624948707,7.93730847881329e-10,2.8109909683476e-08,"4599"
"EIF4EBP1",24.9368807513505,1.74758206849526,0.284722753508615,6.13783776308689,8.36522265343358e-10,2.94563980963682e-08,"1978"
"TPD52",41.4288657748404,1.10653112966776,0.180421793728833,6.13302365971835,8.6224318546289e-10,3.01899211363774e-08,"7163"
"RHPN1",32.0394051268388,1.86315449928461,0.303996870282145,6.1288607924002,8.85105244127006e-10,3.0931923267397e-08,"114822"
"SAPCD2",9.31976406709857,1.49747341928826,0.244550366841047,6.12337425059596,9.16141637826714e-10,3.19544549528579e-08,"89958"
"ADM2",5.61492213884022,1.62553958636962,0.265828405651876,6.11499580860595,9.65595014627615e-10,3.35548796640388e-08,"79924"
"IFI6",118.781190319547,2.25588677542211,0.369154269781689,6.1109594553957,9.90339261724061e-10,3.42221339657706e-08,"2537"
"KPNA2",22.8662626666705,1.54253340789461,0.252864073421841,6.10024740573279,1.05904416364511e-09,3.62580702385115e-08,"3838"
"STAT1",60.2192817439537,1.69750840402481,0.278306416184851,6.09942245419639,1.06452387148953e-09,3.63784338518988e-08,"6772"
"IFI27",118.013668470826,1.90549388072622,0.312692938543165,6.09381807470263,1.10248948484589e-09,3.76064645272847e-08,"3429"
"SOX4",46.2464497871589,1.63315941950037,0.268922076213865,6.07298382674084,1.25555105046759e-09,4.23594108502017e-08,"6659"
"HAGHL",18.623508390184,1.44428546968384,0.238763481872541,6.04902164416768,1.45728082510968e-09,4.88096843448129e-08,"84264"
"OPN3",11.2069278149795,1.3057262353295,0.216327646831045,6.03587315101381,1.58105418602367e-09,5.24807986263985e-08,"23596"
"PLEKHG4B",14.4267720857194,1.81721111258955,0.301054456332451,6.03615417199747,1.57830468842808e-09,5.24807986263985e-08,"153478"
"PLOD1",55.4687928615864,1.17803087047291,0.195414689906642,6.02836394252503,1.65627745479518e-09,5.48793757025338e-08,"5351"
"TOP2A",6.5163166740522,2.31787996820584,0.385628637283577,6.01065311055039,1.84777402870704e-09,6.07894681344792e-08,"7153"
"FOXP4",35.3013820874897,1.24434686304429,0.207014352005761,6.01092074529047,1.8447257937987e-09,6.07894681344792e-08,"116113"
"TMPO",26.5330704079934,1.14044704825182,0.190144822110043,5.99778124692666,2.00031729877028e-09,6.54591466569312e-08,"7112"
"CARHSP1",57.9097734540042,0.833313555272321,0.139100199380542,5.9907430685458,2.08884420731063e-09,6.79957335813839e-08,"23589"
"SLC39A1",49.8842010569032,1.33010273236465,0.222342896518977,5.98221374817396,2.20125139687752e-09,7.15290848648517e-08,"27173"
"FCGR3A",22.8901766750503,2.08251112858603,0.348634923584797,5.97332908353777,2.32460312936995e-09,7.52732502835494e-08,"2214"
"FBXL6",28.4774932067523,1.54997463001048,0.259625987670484,5.97002882460945,2.37211674797277e-09,7.64110372277419e-08,"26233"
"OAS2",23.1576310109539,1.90921976706624,0.320406610962571,5.95874024362524,2.54189756596681e-09,8.15962334780542e-08,"4939"
"PRDX1",92.5281537554253,1.49485358326557,0.250951732475595,5.95673745113892,2.57323134169678e-09,8.23167373245385e-08,"5052"
"MSH6",24.2696683539123,0.922074288311742,0.154818244703618,5.95585029449823,2.58723086877658e-09,8.26218795715171e-08,"2956"
"LSR",75.1673053082761,1.65734646139214,0.279559273789729,5.92842597895254,3.05852227113366e-09,9.65075800782584e-08,"51599"
"SLC35A2",17.3562845604213,1.30902933023713,0.220884619388362,5.92630366868406,3.09829411644125e-09,9.75962646678995e-08,"7355"
"TIMELESS",7.42398299166228,1.32751218982777,0.224918180921604,5.90220045524233,3.58684971419608e-09,1.12222348659358e-07,"8914"
"RFWD3",17.7832696065149,1.0364389995906,0.175809654766996,5.89523368875396,3.74151486742903e-09,1.168639770228e-07,"55159"
"MTX1",26.4852227872083,0.938588466411525,0.159541470404891,5.88303758282744,4.02804413049512e-09,1.24345722308385e-07,"4580"
"TRIM14",28.2804717244883,1.20509787141082,0.205363685188174,5.86811572993829,4.40775561791495e-09,1.34277055189179e-07,"9830"
"IFI30",62.1133727836003,1.8935427853601,0.322751036718049,5.86688366554894,4.4406200629341e-09,1.35056099845099e-07,"10437"
"KLHDC7B",10.5471729237016,2.73578329968552,0.467372649437978,5.85353743522507,4.81225872768678e-09,1.44695870380218e-07,"113730"
"CDC20",24.6277093226362,2.12380833571791,0.363286188746831,5.846102608646,5.03223707189648e-09,1.51064983866558e-07,"991"
"MAZ",103.423811247582,1.40935630265884,0.241116894750239,5.84511634540881,5.06214336005508e-09,1.51716859732913e-07,"4150"
"KCNK5",9.67655127806401,1.92336178175597,0.329126100687092,5.84384458643878,5.10096204566294e-09,1.52469380351765e-07,"8645"
"MCM7",57.0393155783227,1.21828385678632,0.208545182046389,5.8418221165873,5.16329241701949e-09,1.54000808611973e-07,"4176"
"SLC6A9",20.2211855029765,1.39749242520361,0.239408918353206,5.83726134688875,5.3065824467643e-09,1.57766484877959e-07,"6536"
"RPN1",68.5783975647143,1.10763461568135,0.189793702954886,5.83599244040585,5.34713202775347e-09,1.5846332706888e-07,"6184"
"PCNA",23.635797234285,1.60516848882521,0.275163335785913,5.83351151867883,5.42728586731479e-09,1.60325660022974e-07,"5111"
"SMG5",54.3566186195752,1.25070936554837,0.214656209948125,5.82656968484921,5.65782485519795e-09,1.66604502333826e-07,"23381"
"NCAPH2",34.5318735541264,0.894581058454984,0.153693003779837,5.82057111549761,5.86468826669919e-09,1.72148583321398e-07,"29781"
"RRM2",17.3951301703899,1.58114900021435,0.271790144353243,5.8175361876233,5.9721335854762e-09,1.75025092199668e-07,"6241"
"RCC1",17.5205413539593,1.21569144692761,0.209894166154842,5.79192585100615,6.9583864194717e-09,2.00752699784198e-07,"1104"
"TSPAN17",15.7899102414904,1.04544466222871,0.180550130564924,5.79032902916001,7.02486732258497e-09,2.02355509407339e-07,"26262"
"NCAPG2",10.8891503094377,1.54246623845899,0.266841081313654,5.78046765087841,7.44932615328528e-09,2.13255670805487e-07,"54892"
"PHKG2",26.1834699963174,0.843828206055304,0.1460498483661,5.77767259258017,7.57410117116974e-09,2.16493058475935e-07,"5261"
"MTG2",32.6331221222831,0.791069027081072,0.137112631881605,5.7694832068,7.95150012258556e-09,2.25195237416712e-07,"26164"
"EXOSC4",20.3237829193587,1.29905148005525,0.225590992291333,5.75843683677596,8.48964220138797e-09,2.38710342760646e-07,"54512"
"RFX5",19.530440262951,1.0345864927708,0.179870845136519,5.75182983092986,8.82826393036098e-09,2.45521177955174e-07,"5993"
"VHL",19.0349243169792,0.685179974033271,0.119266034712318,5.74497153096434,9.19364530973662e-09,2.53399848849616e-07,"7428"
"PDXK",92.7409442683702,1.15109653639853,0.200558113012114,5.73946632779197,9.49753641155163e-09,2.6099906441359e-07,"8566"
"DPP3",22.6661278986283,1.16822368517105,0.203824953784527,5.73150472245921,9.95435770591323e-09,2.72340640219977e-07,"10072"
"CDR2L",9.97023718588293,1.13817400595438,0.198675155915562,5.72881898951732,1.01132235775272e-08,2.76278948529437e-07,"30850"
"PGK1",127.939601877887,1.58692022348769,0.277358263344116,5.72155379239167,1.05554226613203e-08,2.86248226256186e-07,"5230"
"HOMER3",35.0526743964503,1.19862259575793,0.209692409649565,5.71609910802708,1.0899718251352e-08,2.94292392786504e-07,"9454"
"DCTPP1",18.2029452364397,1.41882909916297,0.248326320777368,5.71356711089432,1.1063221454077e-08,2.97575267223446e-07,"79077"
"PPM1G",40.3977306100524,1.22523007777364,0.214787594182434,5.70438009903389,1.16767252822298e-08,3.11188929032317e-07,"5496"
"IGSF9",18.7923945071028,1.52035930983962,0.266613380019233,5.70248691093424,1.18071980531663e-08,3.14213968880382e-07,"57549"
"PGP",9.56838576517089,1.09957475436909,0.193274730343038,5.68918012415531,1.27650765231875e-08,3.38247134996393e-07,"283871"
"SAMD1",27.7048043319965,1.10240548529703,0.193798316963615,5.68841619767011,1.28223008596828e-08,3.39278080747207e-07,"90378"
"PTTG1",12.0284606633001,1.89248267504301,0.333364968304971,5.67690925853889,1.37150177837747e-08,3.59230675207684e-07,"9232"
"EFNA4",12.9896614082434,1.271249789289,0.224139952454443,5.67167867829089,1.41405013163644e-08,3.6836900897567e-07,"1945"
"PSRC1",8.33065573895422,1.5748453136599,0.278004395155101,5.6648216398927,1.47177546159245e-08,3.81795869742511e-07,"84722"
"AP1S1",17.7789125345389,1.35951252049425,0.240170110279234,5.66062329285528,1.50824182286784e-08,3.90162779932376e-07,"1174"
"SERTAD4",12.1548002044525,1.43596797208333,0.253986733857367,5.65371250015654,1.57018770471443e-08,4.05055942433436e-07,"56256"
"AARD",10.9403945625165,2.11989339751104,0.375209976375938,5.64988548008925,1.60554761893422e-08,4.13601571598048e-07,"441376"
"COMP",30.2776398850798,1.51454072439063,0.268306925425509,5.64480667798162,1.65366960450111e-08,4.2540650575791e-07,"1311"
"ANAPC11",38.8270912675959,1.23429094847359,0.21874815857319,5.64252040576888,1.67578667342587e-08,4.30498207561636e-07,"51529"
"RHBDD3",26.9986219307494,1.21264032816516,0.214957332141685,5.64130711933973,1.68764023722914e-08,4.32942832049282e-07,"25807"
"B4GALNT3",13.450542597281,1.852897263348,0.328517129729889,5.6401846225537,1.69867929285828e-08,4.35172031290749e-07,"283358"
"KIF4A",2.67215392240277,1.83308337140109,0.325100467939397,5.63851348175482,1.71524393804131e-08,4.38808677077363e-07,"24137"
"JMJD4",22.1363520740549,1.32557954662101,0.235189673618584,5.63621491635195,1.73828421372734e-08,4.43477964279033e-07,"65094"
"MRPS12",21.196444957104,1.08731946900283,0.192968173499283,5.63470881900049,1.7535436614966e-08,4.46755649219256e-07,"6183"
"TRAF2",21.3519674413884,1.22375196576206,0.217544180448599,5.62530316020658,1.85182462255315e-08,4.67933092209133e-07,"7186"
"LRRC59",26.8167419516296,1.25558988275797,0.223548444635261,5.61663439352746,1.94712814020344e-08,4.8802039800877e-07,"55379"
"CYB561",54.1365600822134,1.27297085260703,0.227041795958198,5.60676877680006,2.06138754640858e-08,5.15959731548376e-07,"1534"
"LRRC8D",12.2991091225999,1.19628108913289,0.213425136013803,5.60515556637867,2.08067998044224e-08,5.20085757054672e-07,"55144"
"ABHD12",28.0347337993773,0.984652550062921,0.175814921371704,5.60050615943563,2.13726813038616e-08,5.32076348266296e-07,"26090"
"VGLL1",9.4720594209837,2.75283503415235,0.492408980814558,5.59054595145386,2.26356771118495e-08,5.59010681954235e-07,"51442"
